stt,date,Latitude,Longitude,density,class
512,5/27/2020,41.837394,-87.696,290,Sparse
513,5/28/2020,41.881848,-87.708484,172,Sparse
514,5/29/2020,41.882781,-87.707473,7916,Normal
515,5/30/2020,41.928333,-87.710574,1538,Normal
516,5/31/2020,41.924697,-87.709117,5699,Normal
517,6/1/2020,41.706389,-87.684155,1091,Normal
518,6/2/2020,41.883162,-87.644644,977,Sparse
519,6/3/2020,41.968422,-87.711419,970,Sparse
520,6/4/2020,41.873224,-87.741379,1980,Normal
521,6/5/2020,41.836814,-87.730379,1590,Normal
522,6/6/2020,41.850584,-87.726087,132,Sparse
523,6/7/2020,41.924462,-87.728691,606,Sparse
524,6/8/2020,41.931692,-87.734385,475,Sparse
525,6/9/2020,41.946012,-87.754759,475,Sparse
526,6/10/2020,41.909527,-87.753622,6325,Normal
527,6/11/2020,41.891595,-87.633278,5084,Normal
528,6/12/2020,41.962998,-87.767323,320,Sparse
529,6/13/2020,41.964867,-87.688793,193,Sparse
530,6/14/2020,42.011999,-87.785556,193,Sparse
531,6/15/2020,41.987697,-87.699307,1014,Normal
532,6/16/2020,41.997256,-87.724713,880,Sparse
533,6/17/2020,41.69184,-87.676796,867,Sparse
534,6/18/2020,41.878378,-87.745201,816,Sparse
535,6/19/2020,41.878768,-87.725604,1793,Normal
536,6/20/2020,41.880549,-87.642619,657,Sparse
537,6/21/2020,41.976427,-87.652889,166,Sparse
538,6/22/2020,41.69994,-87.618575,166,Sparse
539,6/23/2020,41.692731,-87.613734,277,Sparse
540,6/24/2020,41.939165,-87.721399,224,Sparse
541,6/25/2020,41.98293,-87.77077,224,Sparse
542,6/26/2020,41.678624,-87.680741,715,Sparse
543,6/27/2020,41.692257,-87.720366,394,Sparse
544,6/28/2020,41.68508,-87.700584,653,Sparse
545,6/29/2020,41.722735,-87.575361,617,Sparse
546,6/30/2020,41.724079,-87.604556,490,Sparse
547,7/1/2020,41.746122,-87.552788,170,Sparse
548,7/2/2020,41.743683,-87.702226,1314,Normal
549,7/3/2020,41.750615,-87.721947,1147,Normal
550,7/4/2020,41.75174,-87.605221,902,Sparse
551,7/5/2020,41.751171,-87.673157,1207,Normal
552,7/6/2020,41.770238,-87.702937,1014,Normal
553,7/7/2020,41.779921,-87.74234,14960,Crowded
554,7/8/2020,41.779583,-87.722787,9932,Crowded
555,7/9/2020,41.780314,-87.703172,8853,Crowded
556,7/10/2020,41.780774,-87.664249,7105,Normal
557,7/11/2020,41.793546,-87.762329,9609,Crowded
558,7/12/2020,41.794355,-87.742622,191,Sparse
559,7/13/2020,41.794916,-87.703597,499,Sparse
560,7/14/2020,41.794209,-87.693813,361,Sparse
561,7/15/2020,41.795427,-87.674346,70,Sparse
562,7/16/2020,41.809086,-87.712401,683,Sparse
563,7/17/2020,41.809606,-87.704033,340,Sparse
564,7/18/2020,41.80897,-87.694224,340,Sparse
565,7/19/2020,41.82387,-87.675108,348,Sparse
566,7/20/2020,41.837654,-87.734096,638,Sparse
567,7/21/2020,41.839026,-87.704872,178,Sparse
568,7/22/2020,41.838385,-87.695058,2681,Normal
569,7/23/2020,41.846135,-87.719725,4649,Normal
570,7/24/2020,41.852795,-87.699117,4031,Normal
571,7/25/2020,41.852259,-87.695456,5197,Normal
572,7/26/2020,41.852275,-87.675844,5913,Normal
573,7/27/2020,41.859611,-87.734761,6040,Normal
574,7/28/2020,41.859508,-87.724975,5405,Normal
575,7/29/2020,41.866927,-87.700802,2053,Normal
576,7/30/2020,41.914325,-87.71182,1922,Normal
577,7/31/2020,41.877492,-87.764763,2184,Normal
578,8/1/2020,41.878472,-87.754997,973,Sparse
579,8/2/2020,41.896495,-87.775191,871,Sparse
580,8/3/2020,41.911509,-87.667716,4045,Normal
581,8/4/2020,41.920367,-87.677714,7573,Normal
582,8/5/2020,41.918295,-87.689798,4478,Normal
583,8/6/2020,41.911129,-87.72637,7573,Normal
584,8/7/2020,41.91094,-87.755711,5136,Normal
585,8/8/2020,41.910958,-87.785061,359,Sparse
586,8/9/2020,41.923557,-87.80624,428,Sparse
587,8/10/2020,41.92573,-87.707248,1203,Normal
588,8/11/2020,41.925478,-87.702337,1284,Normal
589,8/12/2020,41.926152,-87.668181,1300,Normal
590,8/13/2020,41.934544,-87.636704,1420,Normal
591,8/14/2020,41.933425,-87.649035,851,Sparse
592,8/15/2020,41.933448,-87.653886,187,Sparse
593,8/16/2020,41.934004,-87.663612,10107,Crowded
594,8/17/2020,41.934063,-87.668456,10107,Crowded
595,8/18/2020,41.93822,-87.712455,7849,Normal
596,8/19/2020,41.928608,-87.712206,11234,Crowded
597,8/20/2020,41.933649,-87.717233,11234,Crowded
598,8/21/2020,41.932562,-87.727001,6685,Normal
599,8/22/2020,41.932608,-87.736835,3152,Normal
600,8/23/2020,41.9329,-87.746649,613,Sparse
601,8/24/2020,41.932527,-87.756461,590,Sparse
602,8/25/2020,41.939209,-87.836148,725,Sparse
603,8/26/2020,41.946244,-87.836483,827,Sparse
604,8/27/2020,41.939539,-87.8068,613,Sparse
605,8/28/2020,41.94619,-87.822945,809,Sparse
606,8/29/2020,41.946811,-87.796043,12344,Crowded
607,8/30/2020,41.947672,-87.766819,10923,Crowded
608,8/31/2020,41.946687,-87.75694,865,Sparse
609,9/1/2020,41.940497,-87.746913,2832,Normal
610,9/2/2020,41.947548,-87.747128,2617,Normal
611,9/3/2020,41.946769,-87.736449,2280,Normal
612,9/4/2020,41.940356,-87.707649,1238,Normal
613,9/5/2020,41.940326,-87.69968,1198,Normal
614,9/6/2020,41.940634,-87.697862,1163,Normal
615,9/7/2020,41.940366,-87.688076,1421,Normal
616,9/8/2020,41.940256,-87.678374,1455,Normal
617,9/9/2020,41.940796,-87.654132,1335,Normal
618,9/10/2020,41.940877,-87.649294,347,Sparse
619,9/11/2020,41.949054,-87.643703,177,Sparse
620,9/12/2020,41.948385,-87.647898,230,Sparse
621,9/13/2020,41.948965,-87.649538,699,Sparse
622,9/14/2020,41.94979,-87.658602,3367,Normal
623,9/15/2020,41.947751,-87.668879,13999,Crowded
624,9/16/2020,41.954774,-87.78662,13895,Crowded
625,9/17/2020,41.955093,-87.747349,199,Sparse
626,9/18/2020,41.955447,-87.727666,1176,Normal
627,9/19/2020,41.954748,-87.720647,1302,Normal
628,9/20/2020,41.963061,-87.679019,1982,Normal
629,9/21/2020,41.955361,-87.669076,2477,Normal
630,9/22/2020,41.963669,-87.649966,2584,Normal
631,9/23/2020,41.962457,-87.654755,12371,Crowded
632,9/24/2020,41.962267,-87.727863,1576,Normal
633,9/25/2020,41.96815,-87.760968,1661,Normal
634,9/26/2020,41.970016,-87.787986,929,Sparse
635,9/27/2020,41.984243,-87.784632,853,Sparse
636,9/28/2020,41.975635,-87.752372,244,Sparse
637,9/29/2020,41.976775,-87.708705,205,Sparse
638,9/30/2020,41.976829,-87.689187,2232,Normal
639,10/1/2020,41.977627,-87.659904,2604,Normal
640,10/2/2020,41.986182,-87.660145,437,Sparse
641,10/3/2020,41.992273,-87.689704,291,Sparse
642,10/4/2020,42.013319,-87.680974,423,Sparse
643,10/5/2020,42.017888,-87.67569,2745,Normal
644,10/6/2020,41.992962,-87.711563,574,Sparse
645,10/7/2020,41.992042,-87.714036,574,Sparse
646,10/8/2020,41.998732,-87.763298,463,Sparse
647,10/9/2020,41.999165,-87.806776,712,Sparse
648,10/10/2020,41.876982,-87.657007,644,Sparse
649,10/11/2020,41.879007,-87.626108,677,Sparse
650,10/12/2020,41.879529,-87.624351,952,Sparse
651,10/13/2020,41.878842,-87.620705,952,Sparse
652,10/14/2020,41.882384,-87.720836,962,Sparse
653,10/15/2020,41.886148,-87.725824,4487,Normal
654,10/16/2020,41.886115,-87.71603,4740,Normal
655,10/17/2020,41.88602,-87.711158,6916,Normal
656,10/18/2020,41.885154,-87.706241,211,Sparse
657,10/19/2020,41.885258,-87.686545,4314,Normal
658,10/20/2020,41.885313,-87.676747,4357,Normal
659,10/21/2020,41.886044,-87.647485,2310,Normal
660,10/22/2020,41.892395,-87.64944,4206,Normal
661,10/23/2020,41.893693,-87.626772,3573,Normal
662,10/24/2020,41.897792,-87.647818,2303,Normal
663,10/25/2020,41.903995,-87.711714,91,Sparse
664,10/26/2020,41.903947,-87.687051,1384,Normal
665,10/27/2020,41.904483,-87.640587,815,Sparse
666,10/28/2020,41.897747,-87.631275,6173,Normal
667,10/29/2020,41.912883,-87.634765,1168,Normal
668,10/30/2020,41.912849,-87.638637,2717,Normal
669,10/31/2020,41.693283,-87.661875,2898,Normal
670,11/1/2020,41.975916,-87.787866,14028,Crowded
671,11/2/2020,41.968461,-87.784013,12586,Crowded
672,11/3/2020,41.921271,-87.779472,13530,Crowded
673,11/4/2020,41.9237,-87.784023,14835,Crowded
674,11/5/2020,41.938356,-87.783382,11769,Crowded
675,11/6/2020,41.945751,-87.778573,11381,Crowded
676,11/7/2020,41.952978,-87.781878,451,Sparse
677,11/8/2020,41.930915,-87.792906,451,Sparse
678,11/9/2020,41.915365,-87.794984,158,Sparse
679,11/10/2020,41.908868,-87.804756,139,Sparse
680,11/11/2020,41.90909,-87.789897,153,Sparse
681,11/12/2020,41.882936,-87.659747,1406,Normal
682,11/13/2020,41.88422,-87.658216,966,Sparse
683,11/14/2020,41.893306,-87.628117,1385,Normal
684,11/15/2020,41.893609,-87.63265,197,Sparse
685,11/16/2020,41.893431,-87.629699,302,Sparse
686,11/17/2020,41.89363,-87.631177,3961,Normal
687,11/18/2020,41.89337,-87.634114,2698,Normal
688,11/19/2020,42.004572,-87.818987,4598,Normal
689,11/20/2020,41.844157,-87.731356,4621,Normal
690,11/21/2020,41.917095,-87.732056,1753,Normal
691,11/22/2020,41.885449,-87.632438,1303,Normal
692,11/23/2020,41.88535,-87.626269,144,Sparse
693,11/24/2020,41.884893,-87.629469,118,Sparse
694,11/25/2020,41.885107,-87.630954,1213,Normal
695,11/26/2020,41.885249,-87.633916,374,Sparse
696,11/27/2020,41.884874,-87.635389,411,Sparse
697,11/28/2020,41.8848,-87.642746,1303,Normal
698,11/29/2020,41.885696,-87.644242,1303,Normal
699,11/30/2020,41.722917,-87.538618,5824,Normal
700,12/1/2020,41.690863,-87.540104,4168,Normal
701,12/2/2020,41.706017,-87.606829,507,Sparse
702,12/3/2020,41.716726,-87.604408,2098,Normal
703,12/4/2020,41.727211,-87.551189,4897,Normal
704,12/5/2020,41.764407,-87.605533,2777,Normal
705,12/6/2020,41.778426,-87.800934,1535,Normal
706,12/7/2020,41.777058,-87.761684,464,Sparse
707,12/8/2020,41.778712,-87.69338,2011,Normal
708,12/9/2020,41.836244,-87.724337,2189,Normal
709,12/10/2020,41.851171,-87.675811,594,Sparse
710,12/11/2020,41.857335,-87.710287,594,Sparse
711,12/12/2020,41.875738,-87.764697,341,Sparse
712,12/13/2020,41.909168,-87.755815,1092,Normal
713,12/14/2020,41.92351,-87.658394,1852,Normal
714,12/15/2020,41.923889,-87.70229,1942,Normal
715,12/16/2020,41.931002,-87.785687,654,Sparse
716,12/17/2020,41.931151,-87.726959,679,Sparse
717,12/18/2020,41.931822,-87.648979,605,Sparse
718,12/19/2020,41.938251,-87.72247,546,Sparse
719,12/20/2020,41.946355,-87.646666,546,Sparse
720,12/21/2020,41.966963,-87.708429,506,Sparse
721,12/22/2020,41.966794,-87.846567,3016,Normal
722,12/23/2020,41.982087,-87.846432,708,Sparse
723,12/24/2020,41.986165,-87.748308,870,Sparse
724,12/25/2020,41.982351,-87.693821,740,Sparse
725,12/26/2020,42.004104,-87.670556,1065,Normal
726,12/27/2020,42.010697,-87.772707,2232,Normal
727,12/28/2020,41.995915,-87.786522,2536,Normal
728,12/29/2020,41.836451,-87.626742,2707,Normal
729,12/30/2020,41.872254,-87.705864,2707,Normal
730,12/31/2020,41.895238,-87.716306,652,Sparse
731,1/1/2021,41.872493,-87.725399,586,Sparse
732,1/2/2021,41.876095,-87.710846,404,Sparse
733,1/3/2021,41.884983,-87.676739,404,Sparse
734,1/4/2021,41.891012,-87.644365,580,Sparse
735,1/5/2021,41.893745,-87.70215,477,Sparse
736,1/6/2021,41.909315,-87.687195,966,Sparse
737,1/7/2021,41.90238,-87.66496,830,Sparse
738,1/8/2021,41.896368,-87.620359,830,Sparse
739,1/9/2021,41.902199,-87.631399,435,Sparse
740,1/10/2021,41.806868,-87.723555,638,Sparse
741,1/11/2021,41.836927,-87.695017,638,Sparse
742,1/12/2021,41.96912,-87.652496,601,Sparse
743,1/13/2021,41.690212,-87.672221,1095,Normal
744,1/14/2021,41.954295,-87.668734,1095,Normal
745,1/15/2021,41.875633,-87.628433,480,Sparse
746,1/16/2021,41.90393,-87.629506,1159,Normal
747,1/17/2021,41.891671,-87.628113,4374,Normal
748,1/18/2021,41.678058,-87.620552,481,Sparse
749,1/19/2021,41.903955,-87.627809,707,Sparse
750,1/20/2021,41.659181,-87.568276,896,Sparse
751,1/21/2021,41.876698,-87.630742,896,Sparse
752,1/22/2021,41.876736,-87.696174,397,Sparse
753,1/23/2021,41.699481,-87.656564,210,Sparse
754,1/24/2021,41.684661,-87.670012,445,Sparse
755,1/25/2021,41.673764,-87.560855,1638,Normal
756,1/26/2021,41.677257,-87.680696,1405,Normal
757,1/27/2021,41.684228,-87.702778,588,Sparse
758,1/28/2021,41.777656,-87.782528,635,Sparse
759,1/29/2021,41.785928,-87.723856,263,Sparse
760,1/30/2021,41.822852,-87.691118,1269,Normal
761,1/31/2021,41.844102,-87.735004,1255,Normal
762,2/1/2021,41.851522,-87.726497,1577,Normal
763,2/2/2021,41.917529,-87.692627,1684,Normal
764,2/3/2021,41.954273,-87.670146,1725,Normal
765,2/4/2021,41.954006,-87.689792,2176,Normal
766,2/5/2021,41.968013,-87.748871,312,Sparse
767,2/6/2021,41.988761,-87.854842,1500,Normal
768,2/7/2021,41.97567,-87.715464,1357,Normal
769,2/8/2021,41.991514,-87.754317,1200,Normal
770,2/9/2021,41.838279,-87.628571,2206,Normal
771,2/10/2021,41.880707,-87.727098,537,Sparse
772,2/11/2021,41.902909,-87.698743,550,Sparse
773,2/12/2021,41.899355,-87.689356,297,Sparse
774,2/13/2021,41.891676,-87.627665,340,Sparse
775,2/14/2021,41.883343,-87.696348,1308,Normal
776,2/15/2021,41.881365,-87.745317,5559,Normal
777,2/16/2021,41.892388,-87.634088,7149,Normal
778,2/17/2021,41.6853,-87.624481,6870,Normal
779,2/18/2021,41.864394,-87.687068,7084,Normal
780,2/19/2021,41.946727,-87.69064,5494,Normal
781,2/20/2021,41.917591,-87.686072,5996,Normal
782,2/21/2021,41.735341,-87.693452,5753,Normal
783,2/22/2021,41.742583,-87.696869,5372,Normal
784,2/23/2021,41.961351,-87.68578,1956,Normal
785,2/24/2021,41.881522,-87.66285,1820,Normal
786,2/25/2021,41.94592,-87.763269,1846,Normal
787,2/26/2021,41.945317,-87.804172,1886,Normal
788,2/27/2021,41.944582,-87.776451,1123,Normal
789,2/28/2021,41.929097,-87.775895,883,Sparse
790,3/1/2021,41.9588,-87.776967,1368,Normal
791,3/2/2021,41.911962,-87.775313,238,Sparse
792,3/3/2021,41.938587,-87.765389,238,Sparse
793,3/4/2021,41.937984,-87.811297,689,Sparse
794,3/5/2021,41.938129,-87.797524,1796,Normal
795,3/6/2021,41.881585,-87.639674,412,Sparse
796,3/7/2021,41.988233,-87.822826,490,Sparse
797,3/8/2021,41.944085,-87.766693,490,Sparse
798,3/9/2021,41.982967,-87.768342,104,Sparse
799,3/10/2021,41.925775,-87.766054,2590,Normal
800,3/11/2021,41.958566,-87.767179,2991,Normal
801,3/12/2021,41.911538,-87.765585,2590,Normal
802,3/13/2021,41.972925,-87.747914,461,Sparse
803,3/14/2021,41.941973,-87.836292,461,Sparse
804,3/15/2021,41.976269,-87.836617,670,Sparse
805,3/16/2021,41.986101,-87.836581,1081,Normal
806,3/17/2021,41.955399,-87.836687,1379,Normal
807,3/18/2021,41.996885,-87.8202,808,Sparse
808,3/19/2021,41.997401,-87.782852,732,Sparse
809,3/20/2021,41.930851,-87.797915,808,Sparse
810,3/21/2021,41.931117,-87.777627,1020,Normal
811,3/22/2021,41.987853,-87.846528,787,Sparse
812,3/23/2021,41.973131,-87.846512,581,Sparse
813,3/24/2021,41.973886,-87.749542,984,Sparse
814,3/25/2021,41.939787,-87.837966,127,Sparse
815,3/26/2021,41.957636,-87.799463,674,Sparse
816,3/27/2021,41.975575,-87.797008,967,Sparse
817,3/28/2021,41.975664,-87.78048,900,Sparse
818,3/29/2021,41.975186,-87.760787,900,Sparse
819,3/30/2021,41.923882,-87.77227,236,Sparse
820,3/31/2021,41.923538,-87.802753,425,Sparse
821,4/1/2021,41.933229,-87.806554,385,Sparse
822,4/2/2021,41.94802,-87.807101,2147,Normal
823,4/3/2021,41.91366,-87.805925,1439,Normal
824,4/4/2021,41.988647,-87.806885,1484,Normal
825,4/5/2021,42.013794,-87.806611,11469,Crowded
826,4/6/2021,41.9715,-87.771937,11041,Crowded
827,4/7/2021,41.982088,-87.813919,2811,Normal
828,4/8/2021,41.953095,-87.773638,1722,Normal
829,4/9/2021,41.952742,-87.799221,472,Sparse
830,4/10/2021,41.942383,-87.756806,249,Sparse
831,4/11/2021,41.924963,-87.756176,2167,Normal
832,4/12/2021,41.912823,-87.755782,1310,Normal
833,4/13/2021,41.967757,-87.764167,1276,Normal
834,4/14/2021,41.988587,-87.704352,1031,Normal
835,4/15/2021,41.960111,-87.790501,204,Sparse
836,4/16/2021,41.948239,-87.786356,448,Sparse
837,4/17/2021,41.932832,-87.785749,673,Sparse
838,4/18/2021,41.920893,-87.785358,3019,Normal
839,4/19/2021,41.962045,-87.786866,1567,Normal
840,4/20/2021,41.937284,-87.795671,1959,Normal
841,4/21/2021,41.990126,-87.750526,3650,Normal
842,4/22/2021,42.011663,-87.808726,2218,Normal
843,4/23/2021,41.8807,-87.636735,513,Sparse
844,4/24/2021,41.986477,-87.689538,4284,Normal
845,4/25/2021,41.94665,-87.70393,2353,Normal
846,4/26/2021,41.946193,-87.741344,345,Sparse
847,4/27/2021,41.917263,-87.71828,972,Sparse
848,4/28/2021,41.917357,-87.710662,2611,Normal
849,4/29/2021,41.917017,-87.73874,481,Sparse
850,4/30/2021,41.939303,-87.710743,6611,Normal
851,5/1/2021,41.93923,-87.716135,559,Sparse
852,5/2/2021,41.938878,-87.743194,764,Sparse
853,5/3/2021,41.939398,-87.696701,364,Sparse
854,5/4/2021,41.939113,-87.725535,286,Sparse
855,5/5/2021,41.980023,-87.699055,3191,Normal
856,5/6/2021,41.950326,-87.698137,227,Sparse
857,5/7/2021,41.918317,-87.697223,247,Sparse
858,5/8/2021,42.016379,-87.699636,250,Sparse
859,5/9/2021,41.913289,-87.716646,529,Sparse
860,5/10/2021,41.932037,-87.705896,469,Sparse
861,5/11/2021,41.931846,-87.722476,1055,Normal
862,5/12/2021,41.931576,-87.743265,844,Sparse
863,5/13/2021,41.975838,-87.696482,931,Sparse
864,5/14/2021,41.924561,-87.720455,1122,Normal
865,5/15/2021,41.924266,-87.74431,1274,Normal
866,5/16/2021,41.924726,-87.705876,1841,Normal
867,5/17/2021,41.953576,-87.734092,243,Sparse
868,5/18/2021,41.953936,-87.70545,521,Sparse
869,5/19/2021,41.953695,-87.724462,364,Sparse
870,5/20/2021,41.970273,-87.708529,11492,Crowded
871,5/21/2021,41.98049,-87.713663,3945,Normal
872,5/22/2021,41.94751,-87.71274,7223,Normal
873,5/23/2021,41.92195,-87.712021,6890,Normal
874,5/24/2021,41.921651,-87.736467,5168,Normal
875,5/25/2021,41.968506,-87.702152,7246,Normal
876,5/26/2021,41.968165,-87.734816,7250,Normal
877,5/27/2021,41.931324,-87.711125,4982,Normal
878,5/28/2021,41.961009,-87.722889,12761,Crowded
879,5/29/2021,41.910184,-87.700364,2665,Normal
880,5/30/2021,41.909944,-87.720823,3406,Normal
881,5/31/2021,41.910066,-87.710829,13801,Crowded
882,6/1/2021,41.918169,-87.72659,11492,Crowded
883,6/2/2021,41.94889,-87.727471,6636,Normal
884,6/3/2021,41.866196,-87.723436,3334,Normal
885,6/4/2021,41.947109,-87.661464,9519,Crowded
886,6/5/2021,41.947284,-87.651946,6571,Normal
887,6/6/2021,41.946768,-87.6857,11602,Crowded
888,6/7/2021,41.91781,-87.674797,11866,Crowded
889,6/8/2021,41.918245,-87.644208,9649,Crowded
890,6/9/2021,41.91812,-87.652282,8152,Crowded
891,6/10/2021,41.945925,-87.668832,7844,Normal
892,6/11/2021,41.974889,-87.669587,2171,Normal
893,6/12/2021,41.939715,-87.667324,1531,Normal
894,6/13/2021,41.939866,-87.657012,14902,Crowded
895,6/14/2021,41.939496,-87.684693,1490,Normal
896,6/15/2021,41.938295,-87.644341,2887,Normal
897,6/16/2021,41.955468,-87.651123,2773,Normal
898,6/17/2021,41.974157,-87.659809,8455,Crowded
899,6/18/2021,41.983656,-87.658134,10238,Crowded
900,6/19/2021,41.993674,-87.670135,1957,Normal
901,6/20/2021,41.929133,-87.674504,785,Sparse
902,6/21/2021,41.938823,-87.678334,424,Sparse
903,6/22/2021,41.956405,-87.678823,447,Sparse
904,6/23/2021,41.970422,-87.679234,6840,Normal
905,6/24/2021,41.914612,-87.677552,4143,Normal
906,6/25/2021,41.932395,-87.669002,3302,Normal
907,6/26/2021,41.97636,-87.657362,2699,Normal
908,6/27/2021,41.925199,-87.664619,12963,Crowded
909,6/28/2021,41.919237,-87.648548,3630,Normal
910,6/29/2021,41.95443,-87.658524,2764,Normal
911,6/30/2021,41.954136,-87.680217,964,Sparse
912,7/1/2021,41.93136,-87.639326,214,Sparse
913,7/2/2021,41.968951,-87.66443,207,Sparse
914,7/3/2021,41.969057,-87.657171,390,Sparse
915,7/4/2021,41.968642,-87.687081,301,Sparse
916,7/5/2021,41.920951,-87.642481,777,Sparse
917,7/6/2021,41.960186,-87.68299,5521,Normal
918,7/7/2021,41.971671,-87.650428,6166,Normal
919,7/8/2021,41.911246,-87.678799,6423,Normal
920,7/9/2021,41.961538,-87.673156,5044,Normal
921,7/10/2021,41.910853,-87.652267,1931,Normal
922,7/11/2021,41.942424,-87.659044,1473,Normal
923,7/12/2021,41.927677,-87.65853,1095,Normal
924,7/13/2021,41.987636,-87.666618,1659,Normal
925,7/14/2021,42.00351,-87.660816,1637,Normal
926,7/15/2021,41.972386,-87.654903,455,Sparse
927,7/16/2021,41.92249,-87.663226,210,Sparse
928,7/17/2021,41.948031,-87.688293,8082,Crowded
929,7/18/2021,41.921642,-87.687537,7300,Normal
930,7/19/2021,41.972841,-87.689047,3213,Normal
931,7/20/2021,41.913995,-87.687313,4319,Normal
932,7/21/2021,41.870413,-87.666487,4554,Normal
933,7/22/2021,41.898376,-87.773856,722,Sparse
934,7/23/2021,41.868169,-87.774229,752,Sparse
935,7/24/2021,41.883496,-87.77476,264,Sparse
936,7/25/2021,41.892407,-87.765299,234,Sparse
937,7/26/2021,41.871785,-87.715588,234,Sparse
938,7/27/2021,41.869875,-87.744879,988,Sparse
939,7/28/2021,41.882972,-87.689807,244,Sparse
940,7/29/2021,41.883208,-87.634482,1037,Normal
941,7/30/2021,41.883107,-87.649602,711,Sparse
942,7/31/2021,41.881907,-87.724652,2645,Normal
943,8/1/2021,41.90718,-87.634588,976,Sparse
944,8/2/2021,41.891353,-87.634063,794,Sparse
945,8/3/2021,41.881401,-87.633811,2617,Normal
946,8/4/2021,41.900187,-87.686957,2555,Normal
947,8/5/2021,41.893685,-87.68678,2572,Normal
948,8/6/2021,41.876083,-87.686271,1511,Normal
949,8/7/2021,41.857903,-87.659605,1511,Normal
950,8/8/2021,41.844328,-87.718582,1727,Normal
951,8/9/2021,41.844137,-87.732725,268,Sparse
952,8/10/2021,41.8702,-87.676347,976,Sparse
953,8/11/2021,41.902488,-87.73753,12054,Crowded
954,8/12/2021,41.90223,-87.75738,10867,Crowded
955,8/13/2021,41.87346,-87.647091,5942,Normal
956,8/14/2021,41.872939,-87.755447,5687,Normal
957,8/15/2021,41.908631,-87.736272,6217,Normal
958,8/16/2021,41.870966,-87.735136,6479,Normal
959,8/17/2021,41.884822,-87.735612,3415,Normal
960,8/18/2021,41.887117,-87.753983,5323,Normal
961,8/19/2021,41.869233,-87.754655,2600,Normal
962,8/20/2021,41.889649,-87.755407,2614,Normal
963,8/21/2021,41.880108,-87.773266,1808,Normal
964,8/22/2021,41.880537,-87.741833,210,Sparse
965,8/23/2021,41.871676,-87.656828,106,Sparse
966,8/24/2021,41.865714,-87.759312,1313,Normal
967,8/25/2021,41.866377,-87.708143,4991,Normal
968,8/26/2021,41.845685,-87.620482,1995,Normal
969,8/27/2021,41.838197,-87.634579,1972,Normal
970,8/28/2021,41.838327,-87.624762,1172,Normal
971,8/29/2021,41.809005,-87.637985,1007,Normal
972,8/30/2021,41.801796,-87.633948,1995,Normal
973,8/31/2021,41.787212,-87.634206,488,Sparse
974,9/1/2021,41.779917,-87.634498,902,Sparse
975,9/2/2021,41.78018,-87.618854,511,Sparse
976,9/3/2021,41.879037,-87.658396,211,Sparse
977,9/4/2021,41.879284,-87.641796,592,Sparse
978,9/5/2021,41.879377,-87.634436,1822,Normal
979,9/6/2021,41.879125,-87.652799,3207,Normal
980,9/7/2021,41.852403,-87.635761,1613,Normal
981,9/8/2021,41.89604,-87.667289,3388,Normal
982,9/9/2021,41.906421,-87.667574,3036,Normal
983,9/10/2021,41.876934,-87.666676,512,Sparse
984,9/11/2021,41.899087,-87.718638,409,Sparse
985,9/12/2021,41.899615,-87.67336,483,Sparse
986,9/13/2021,41.899222,-87.703584,572,Sparse
987,9/14/2021,41.885079,-87.639827,1666,Normal
988,9/15/2021,41.891097,-87.716199,1748,Normal
989,9/16/2021,41.879533,-87.715851,822,Sparse
990,9/17/2021,41.852872,-87.620534,559,Sparse
991,9/18/2021,41.895439,-87.718427,106,Sparse
992,9/19/2021,41.896292,-87.653604,200,Sparse
993,9/20/2021,41.895673,-87.693867,73,Sparse
994,9/21/2021,41.889469,-87.631064,73,Sparse
995,9/22/2021,41.873368,-87.630642,218,Sparse
996,9/23/2021,41.881592,-87.630875,285,Sparse
997,9/24/2021,41.892773,-87.631157,1675,Normal
998,9/25/2021,41.869119,-87.630476,5408,Normal
999,9/26/2021,41.8852,-87.641298,5177,Normal
1000,9/27/2021,41.880534,-87.64115,127,Sparse
1001,9/28/2021,41.87138,-87.620556,4111,Normal
1002,9/29/2021,41.875611,-87.630673,9728,Crowded
1003,9/30/2021,41.875684,-87.626134,6857,Normal
1004,10/1/2021,41.895021,-87.677026,6152,Normal
1005,10/2/2021,41.877446,-87.676545,5919,Normal
1006,10/3/2021,41.908546,-87.677409,516,Sparse
1007,10/4/2021,41.88276,-87.676677,508,Sparse
1008,10/5/2021,41.889784,-87.629599,293,Sparse
1009,10/6/2021,41.880734,-87.629368,248,Sparse
1010,10/7/2021,41.902739,-87.718482,227,Sparse
1011,10/8/2021,41.902958,-87.693225,9653,Crowded
1012,10/9/2021,41.903778,-87.639261,7829,Normal
1013,10/10/2021,41.903168,-87.678437,5608,Normal
1014,10/11/2021,41.890003,-87.713444,612,Sparse
1015,10/12/2021,41.794149,-87.633657,12183,Crowded
1016,10/13/2021,41.891001,-87.66523,8050,Crowded
1017,10/14/2021,41.891791,-87.62091,3916,Normal
1018,10/15/2021,41.905556,-87.724905,3932,Normal
1019,10/16/2021,41.893314,-87.694126,3419,Normal
1020,10/17/2021,41.890693,-87.684779,2493,Normal
1021,10/18/2021,41.892362,-87.647604,2493,Normal
1022,10/19/2021,41.876932,-87.647211,218,Sparse
1023,10/20/2021,41.884845,-87.64745,196,Sparse
1024,10/21/2021,41.892668,-87.71135,508,Sparse
1025,10/22/2021,41.872269,-87.710736,617,Sparse
1026,10/23/2021,41.853372,-87.622268,221,Sparse
